,,Timegap,X,Y,X-offset,Y-offset,Pupil Diameter Left (mm),Pupil Diameter Right (mm),Mouse X-coord,Mouse Y-coord,
,,13,1973,1313,0,0,4.39,4.27,2188,1230,
,,13,1976,1296,0,0,4.46,0,2188,1230,
,,13,1983,1273,0,0,4.38,4.28,2188,1230,
,,13,1930,1243,0,0,4.38,4.28,2188,1230,
,,27,1966,1303,0,0,4.46,0,2188,1230,
,,13,1946,1273,0,0,4.45,4.32,2188,1230,
,,13,1986,1283,0,0,4.47,4.27,2188,1230,
,,13,1973,1303,0,0,4.47,0,2188,1230,
,,14,1996,1310,0,0,4.53,0,2188,1230,
,,13,2003,1293,0,0,4.46,0,2188,1230,
,,14,1953,1253,0,0,4.5,0,2188,1230,
,,13,1963,1280,0,0,4.58,0,2188,1230,
,,13,1976,1270,0,0,4.41,0,2188,1230,
,,14,1936,1270,0,0,4.49,0,2188,1230,
,,13,1956,1283,0,0,4.54,4.34,2188,1230,
,,13,1943,1257,0,0,4.52,4.36,2188,1230,
,,13,1966,1270,0,0,4.42,0,2188,1230,
,,14,1950,1154,0,0,4.38,0,2188,1230,
,,13,1966,1320,0,0,4.5,4.29,2188,1230,
,,13,1920,1286,0,0,4.49,4.35,2188,1230,
,,13,1956,1280,0,0,4.53,4.42,2188,1230,
,,14,1903,1300,0,0,4.48,4.41,2188,1230,
,,13,2003,1260,0,0,4.48,0,2188,1230,
,,14,1930,1326,0,0,4.45,4.42,2188,1230,
,,13,1970,1296,0,0,4.5,4.49,2188,1230,
,,13,1986,1326,0,0,4.52,4.49,2188,1230,
,,14,1940,1326,0,0,4.58,0,2188,1230,
,,13,1960,1187,0,0,4.51,4.44,2188,1230,
,,13,1956,1402,0,0,4.52,4.46,2188,1230,
,,13,1916,1313,0,0,4.52,0,2188,1230,
,,13,1956,1303,0,0,4.49,4.4,2188,1230,
,,14,1946,1303,0,0,4.47,4.44,2188,1230,
,,13,1960,1260,0,0,4.52,4.46,2188,1230,
,,14,1953,1310,0,0,4.57,4.46,2188,1230,
,,13,1960,1349,0,0,4.56,4.39,2188,1230,
,,13,1940,1273,0,0,4.47,4.44,2188,1230,
,,13,2013,1300,0,0,4.48,4.47,2188,1230,
,,13,1989,1303,0,0,4.49,4.41,2188,1230,
,,13,1976,1296,0,0,4.49,4.49,2188,1230,
,,14,1960,1233,0,0,4.54,0,2188,1230,
,,13,1953,1286,0,0,4.57,4.43,2188,1230,
,,13,1930,1280,0,0,4.5,4.45,2188,1230,
,,13,1946,1306,0,0,4.48,4.4,2188,1230,
,,13,1979,1296,0,0,4.55,0,2188,1230,
,,14,1986,1300,0,0,4.49,4.37,2188,1230,
,,13,1996,1336,0,0,4.48,0,2188,1230,
,,13,1956,1233,0,0,4.49,4.36,2188,1230,
,,14,2003,1333,0,0,4.5,0,2188,1230,
,,13,1970,1283,0,0,4.52,4.33,2188,1230,
,,13,1989,1247,0,0,4.45,4.34,2188,1230,
,,13,1973,1313,0,0,4.5,4.33,2188,1230,
,,13,1999,1257,0,0,4.5,0,2188,1230,
,,13,1946,1293,0,0,4.46,4.38,2188,1230,
,,13,1996,1339,0,0,4.49,4.39,2188,1230,
,,13,1923,1220,0,0,4.51,4.32,2188,1230,
,,13,1993,1263,0,0,4.49,4.41,2188,1230,
,,13,2003,1306,0,0,4.5,4.38,2188,1230,
,,14,1976,1320,0,0,4.49,4.33,2188,1230,
,,13,1950,1349,0,0,4.45,0,2188,1230,
,,13,1970,1270,0,0,4.5,4.35,2188,1230,
,,13,2009,1313,0,0,4.46,4.44,2188,1230,
,,13,2009,1323,0,0,4.5,0,2188,1230,
,,13,2019,1293,0,0,4.48,4.46,2188,1230,
,,13,2062,1283,0,0,4.52,4.39,2188,1230,
,,13,1970,1330,0,0,4.52,4.43,2188,1230,
,,13,2013,1293,0,0,4.49,4.4,2188,1230,
,,13,1979,1283,0,0,4.5,4.39,2188,1230,
,,13,2006,1320,0,0,4.59,4.42,2188,1230,
,,13,1989,1320,0,0,4.57,4.42,2188,1230,
,,13,1953,1280,0,0,4.46,4.44,2188,1230,
,,13,1960,1260,0,0,4.53,0,2188,1230,
,,27,1970,1386,0,0,4.46,0,2188,1230,
,,13,1900,1290,0,0,4.49,0,2188,1230,
,,13,1953,1326,0,0,4.55,4.52,2188,1230,
,,13,1943,1320,0,0,4.58,4.49,2188,1230,
,,13,1940,1267,0,0,4.58,4.49,2188,1230,
,,13,1970,1293,0,0,4.55,0,2188,1230,
,,13,1963,1273,0,0,4.62,4.49,2188,1230,
,,13,1940,1253,0,0,4.57,4.49,2188,1230,
,,13,1926,1243,0,0,4.58,4.52,2188,1230,
,,14,1920,1283,0,0,4.56,4.55,2188,1230,
,,13,1933,1300,0,0,4.6,4.55,2188,1230,
,,14,1993,1250,0,0,4.61,4.54,2188,1230,
,,13,1950,1270,0,0,4.65,4.59,2188,1230,
,,14,1930,1330,0,0,4.6,4.54,2188,1230,
,,13,1844,1333,0,0,4.65,0,2188,1230,
,,13,1933,1330,0,0,4.63,4.56,2188,1230,
,,13,1880,1283,0,0,4.62,4.6,2188,1230,
,,14,1926,1346,0,0,4.74,4.6,2188,1230,
,,13,1920,1323,0,0,4.68,0,2188,1230,
,,14,1900,1356,0,0,4.65,4.63,2188,1230,
,,13,1850,1320,0,0,4.65,4.64,2188,1230,
,,13,1946,1346,0,0,4.73,0,2188,1230,
,,13,1950,1339,0,0,4.7,4.62,2188,1230,
,,13,1913,1276,0,0,4.69,4.69,2188,1230,
,,13,1916,1323,0,0,4.75,4.63,2188,1230,
,,13,1940,1356,0,0,4.75,0,2188,1230,
,,13,1887,1320,0,0,4.71,4.58,2188,1230,
,,14,1936,1326,0,0,4.68,4.63,2188,1230,
,,13,1913,1296,0,0,4.69,4.65,2188,1230,
,,13,1880,1320,0,0,4.72,0,2188,1230,
,,13,1903,1190,0,0,4.75,0,2188,1230,
,,14,1873,1267,0,0,4.7,0,2188,1230,
,,13,1933,1286,0,0,4.73,4.61,2188,1230,
,,14,1913,1326,0,0,4.72,4.62,2188,1230,
,,13,1893,1333,0,0,4.68,4.66,2188,1230,
,,13,1903,1339,0,0,4.74,4.65,2188,1230,
,,14,1907,1336,0,0,4.67,4.59,2188,1230,
,,13,1920,1296,0,0,4.73,4.73,2188,1230,
,,13,1923,1330,0,0,4.76,0,2188,1230,
,,13,1907,1300,0,0,4.76,4.66,2188,1230,
,,13,1900,1303,0,0,4.73,0,2188,1230,
,,13,1956,1320,0,0,4.75,0,2188,1230,
,,13,1857,1326,0,0,4.85,4.64,2188,1230,
,,13,1916,1290,0,0,4.75,4.63,2188,1230,
,,14,1903,1306,0,0,4.7,4.67,2188,1230,
,,13,1916,1320,0,0,4.65,4.65,2188,1230,
,,14,1900,1349,0,0,4.82,0,2188,1230,
,,13,1897,1273,0,0,4.72,0,2188,1230,
,,13,1903,1316,0,0,4.7,4.67,2188,1230,
,,14,1873,1316,0,0,4.71,0,2188,1230,
,,13,1900,1323,0,0,4.72,4.63,2188,1230,
,,13,1933,1263,0,0,4.69,4.59,2188,1230,
,,13,1966,1296,0,0,4.71,0,2188,1230,
,,13,1923,1293,0,0,4.69,4.64,2188,1230,
,,14,1933,1343,0,0,4.75,4.66,2188,1230,
,,13,1907,1359,0,0,4.72,0,2188,1230,
,,14,1933,1310,0,0,4.66,4.64,2188,1230,
,,13,1916,1343,0,0,4.64,4.63,2188,1230,
,,13,1946,1293,0,0,4.63,4.64,2188,1230,
,,13,1920,1286,0,0,4.68,0,2188,1230,
,,13,2003,1296,0,0,4.62,0,2188,1230,
,,13,1890,1293,0,0,4.74,4.63,2188,1230,
,,13,1897,1320,0,0,4.66,4.59,2188,1230,
,,14,1943,1326,0,0,4.71,4.53,2188,1230,
,,13,1970,1293,0,0,4.69,4.55,2188,1230,
,,13,1926,1280,0,0,4.66,4.55,2188,1230,
,,13,1936,1283,0,0,4.69,4.59,2188,1230,
,,13,1946,1283,0,0,4.7,0,2188,1230,
,,13,1943,1283,0,0,4.72,4.59,2188,1230,
,,13,1960,1296,0,0,4.7,4.61,2188,1230,
,,14,1907,1346,0,0,4.64,4.65,2188,1230,
,,13,1999,1286,0,0,4.71,4.58,2188,1230,
,,13,1897,1346,0,0,4.64,0,2188,1230,
,,13,1966,1187,0,0,4.68,4.57,2188,1230,
,,13,1916,1320,0,0,4.71,4.65,2188,1230,
,,13,1943,1316,0,0,4.71,4.62,2188,1230,
,,13,1930,1263,0,0,4.65,4.61,2188,1230,
,,14,1880,1296,0,0,4.7,4.58,2188,1230,
,,13,1897,1333,0,0,4.73,4.61,2188,1230,
,,13,1926,1273,0,0,4.75,4.65,2188,1230,
,,13,1920,1247,0,0,4.68,0,2188,1230,
,,13,1897,1290,0,0,4.65,4.6,2188,1230,
,,13,1943,1369,0,0,4.71,4.64,2188,1230,
,,13,1936,1320,0,0,4.68,4.65,2188,1230,
,,14,1933,1276,0,0,4.74,4.64,2188,1230,
,,13,1897,1376,0,0,4.67,-1,2188,1230,
,,13,1923,1313,0,0,4.75,-1,2188,1230,
,,27,1916,1263,0,0,4.68,0,2188,1230,
,,13,1900,1330,0,0,4.68,0,2188,1230,
,,13,1933,1316,0,0,4.7,4.63,2188,1230,
,,13,1930,1320,0,0,4.74,0,2188,1230,
,,13,1930,1330,0,0,4.76,4.65,2188,1230,
,,13,1916,1330,0,0,4.79,0,2188,1230,
,,14,1973,1346,0,0,4.83,0,2188,1230,
,,13,1936,1326,0,0,4.79,0,2188,1230,
,,13,1976,1276,0,0,4.75,4.67,2188,1230,
,,13,1946,1296,0,0,4.75,4.69,2188,1230,
,,13,1956,1339,0,0,4.77,4.65,2188,1230,
,,12,1933,1306,0,0,4.82,4.57,2188,1230,
,,14,1900,1250,0,0,4.75,4.59,2188,1230,
,,13,1936,1197,0,0,4.74,4.66,2188,1230,
,,13,1900,1330,0,0,4.78,4.68,2188,1230,
,,13,1953,1333,0,0,4.81,4.67,2188,1230,
,,14,1943,1346,0,0,4.77,0,2188,1230,
,,13,1926,1300,0,0,4.81,0,2188,1230,
,,14,1926,1300,0,0,4.79,4.61,2188,1230,
,,13,1893,1293,0,0,4.78,4.62,2188,1230,
,,14,1993,1326,0,0,4.78,0,2188,1230,
,,13,1953,1330,0,0,4.74,4.67,2188,1230,
,,13,1943,1316,0,0,4.77,4.6,2188,1230,
,,13,1877,1313,0,0,4.74,4.67,2188,1230,
,,14,1678,965,0,0,0,4.66,2188,1230,
,,13,1950,1283,0,0,4.79,4.71,2188,1230,
,,13,1923,1323,0,0,4.76,4.65,2188,1230,
,,13,1973,1326,0,0,4.73,0,2188,1230,
,,13,1920,1320,0,0,4.73,4.63,2188,1230,
,,12,1950,1306,0,0,4.74,4.59,2188,1230,
,,15,1903,1276,0,0,4.72,4.6,2188,1230,
,,13,1920,1300,0,0,4.75,4.54,2188,1230,
,,13,1903,1283,0,0,4.76,4.56,2188,1230,
,,27,1960,1141,0,0,4.73,0,2188,1230,
,,13,1970,1369,0,0,4.71,4.49,2188,1230,
,,13,1966,1323,0,0,4.63,4.49,2188,1230,
,,13,1926,1343,0,0,4.57,4.44,2188,1230,
,,14,1970,1326,0,0,4.56,4.43,2188,1230,
,,13,1966,1303,0,0,4.56,4.5,2188,1230,
,,14,1943,1270,0,0,4.56,4.41,2188,1230,
,,13,2009,1339,0,0,4.5,4.44,2188,1230,
,,13,1986,1316,0,0,4.46,4.37,2188,1230,
,,14,1943,1310,0,0,4.5,4.4,2188,1230,
,,13,1953,1306,0,0,4.53,4.41,2188,1230,
,,13,1979,1316,0,0,4.5,4.36,2188,1230,
,,13,1986,1263,0,0,4.47,4.39,2188,1230,
,,14,1989,1320,0,0,4.42,4.33,2188,1230,
,,13,1970,1310,0,0,4.49,4.29,2188,1230,
,,13,2029,1320,0,0,4.49,4.32,2188,1230,
,,13,1960,1330,0,0,4.49,0,2188,1230,
,,14,2009,1333,0,0,4.42,0,2188,1230,
,,13,1940,1290,0,0,4.42,4.29,2188,1230,
,,14,1993,1313,0,0,4.41,0,2188,1230,
,,13,2013,1296,0,0,4.49,4.28,2188,1230,
,,13,1936,1273,0,0,4.41,4.21,2188,1230,
,,14,1996,1323,0,0,4.37,0,2188,1230,
,,13,2033,1303,0,0,4.35,4.27,2188,1230,
,,13,2016,1293,0,0,4.32,4.24,2188,1230,
,,13,1979,1333,0,0,4.43,0,2188,1230,
,,13,1979,1296,0,0,4.37,0,2188,1230,
,,14,2013,1293,0,0,4.34,0,2188,1230,
,,13,2019,1333,0,0,4.4,4.17,2188,1230,
,,13,1993,1313,0,0,4.33,0,2188,1230,
,,13,2042,1339,0,0,4.43,4.19,2188,1230,
,,13,1950,1353,0,0,4.43,4.22,2188,1230,
,,13,2062,1310,0,0,4.42,0,2188,1230,
,,13,1989,1339,0,0,4.45,4.22,2188,1230,
,,13,1983,1316,0,0,4.46,0,2188,1230,
,,14,2036,1303,0,0,4.39,0,2188,1230,
,,13,1970,1313,0,0,4.47,0,2188,1230,
,,13,1999,1283,0,0,4.38,0,2188,1230,
,,13,1973,1293,0,0,4.32,0,2188,1230,
,,13,2013,1359,0,0,4.49,4.26,2188,1230,
,,13,1976,1296,0,0,4.39,4.25,2188,1230,
,,13,1993,1273,0,0,4.37,0,2188,1230,
,,13,2003,1339,0,0,4.4,4.29,2188,1230,
,,14,2003,1293,0,0,4.35,4.2,2188,1230,
,,13,1926,1316,0,0,4.38,4.29,2188,1230,
,,13,1635,942,0,0,0,4.24,2188,1230,
,,13,1960,1300,0,0,4.37,0,2188,1230,
,,13,2033,1300,0,0,4.38,0,2188,1230,
,,13,2006,1310,0,0,4.4,0,2188,1230,
,,13,1999,1323,0,0,4.51,4.28,2188,1230,
,,13,2042,1330,0,0,4.49,4.33,2188,1230,
,,13,1970,1223,0,0,4.41,4.26,2188,1230,
,,13,1973,1339,0,0,4.46,0,2188,1230,
,,14,1986,1343,0,0,4.42,0,2188,1230,
,,13,2023,1310,0,0,4.47,0,2188,1230,
,,13,2016,1300,0,0,4.44,0,2188,1230,
,,13,2006,1276,0,0,4.46,0,2188,1230,
,,13,1970,1330,0,0,4.43,4.32,2188,1230,
,,27,1930,1310,0,0,4.55,4.38,2188,1230,
,,27,2003,1293,0,0,4.48,4.31,2188,1230,
,,13,1970,1306,0,0,4.48,0,2188,1230,
,,13,1986,1320,0,0,4.49,4.44,2188,1230,
,,13,2016,1336,0,0,4.54,0,2188,1230,
,,13,1970,1320,0,0,4.53,0,2188,1230,
,,13,1976,1330,0,0,4.54,4.4,2188,1230,
,,14,2019,1316,0,0,4.49,4.41,2188,1230,
,,13,2016,1310,0,0,4.51,4.47,2188,1230,
,,13,1970,1300,0,0,4.62,0,2188,1230,
,,13,2009,1273,0,0,4.6,4.48,2188,1230,
,,13,1979,1359,0,0,4.6,0,2188,1230,
,,13,1963,1300,0,0,4.56,4.49,2188,1230,
,,13,1983,1323,0,0,4.54,0,2188,1230,
,,27,1983,1286,0,0,4.58,4.49,2188,1230,
,,13,1963,1363,0,0,4.55,4.43,2188,1230,
,,14,2026,1280,0,0,4.61,4.4,2188,1230,
,,13,1926,1336,0,0,4.55,4.45,2188,1230,
,,14,1910,1283,0,0,4.57,0,2188,1230,
,,13,1936,1240,0,0,4.6,4.42,2188,1230,
,,14,1973,1280,0,0,4.58,4.45,2188,1230,
,,13,1966,1366,0,0,4.64,0,2188,1230,
,,13,1983,1300,0,0,4.61,4.38,2188,1230,
,,13,1936,1303,0,0,4.66,4.4,2188,1230,
,,13,1933,1339,0,0,4.54,4.36,2188,1230,
,,13,1956,1306,0,0,4.61,4.37,2188,1230,
,,13,1930,1330,0,0,4.59,0,2188,1230,
,,13,1976,1333,0,0,4.55,4.43,2188,1230,
,,14,1960,1296,0,0,4.51,0,2188,1230,
,,13,1930,1349,0,0,4.49,4.33,2188,1230,
,,14,2006,1320,0,0,4.57,4.41,2188,1230,
,,13,1953,1320,0,0,4.49,4.39,2188,1230,
,,13,2016,1293,0,0,4.51,4.42,2188,1230,
,,14,1966,1303,0,0,4.49,0,2188,1230,
,,13,1983,1223,0,0,4.49,0,2188,1230,
,,13,1996,1313,0,0,4.52,4.36,2188,1230,
,,13,2009,1316,0,0,4.49,4.35,2188,1230,
,,27,2006,1243,0,0,4.49,0,2188,1230,
,,13,2023,1253,0,0,4.49,0,2188,1230,
,,14,1973,1257,0,0,4.5,4.37,2188,1230,
,,13,1989,1313,0,0,4.47,0,2188,1230,
,,13,2026,1313,0,0,4.64,4.32,2188,1230,
,,14,1989,1293,0,0,4.55,4.28,2188,1230,
,,13,1979,1313,0,0,4.43,4.29,2188,1230,
,,13,1989,1210,0,0,4.5,4.27,2188,1230,
,,13,1930,1290,0,0,4.5,4.35,2188,1230,
,,14,2016,1270,0,0,4.53,4.34,2188,1230,
,,13,1979,1276,0,0,4.42,0,2188,1230,
,,13,1973,1267,0,0,4.45,0,2188,1230,
,,13,2006,1247,0,0,4.53,0,2188,1230,
,,14,1986,1250,0,0,4.5,0,2188,1230,
,,13,2019,1217,0,0,4.46,4.31,2188,1230,
,,13,1681,849,0,0,0,4.3,2188,1230,
,,13,1950,1276,0,0,4.52,4.31,2188,1230,
,,27,2003,1240,0,0,4.43,4.38,2188,1230,
,,13,1976,1273,0,0,4.48,4.33,2188,1230,
,,13,1983,1300,0,0,4.52,4.35,2188,1230,
,,13,2003,1253,0,0,4.56,4.37,2188,1230,
,,13,1970,1290,0,0,4.54,4.35,2188,1230,
,,13,2003,1306,0,0,4.53,0,2188,1230,
,,13,1966,1316,0,0,4.52,0,2188,1230,
,,13,1960,1290,0,0,4.48,4.34,2188,1230,
,,13,1970,1260,0,0,4.51,4.35,2188,1230,
,,13,1907,1326,0,0,4.55,4.33,2188,1230,
,,13,1950,1263,0,0,4.5,0,2188,1230,
,,13,1970,1276,0,0,4.48,4.33,2188,1230,
,,13,2019,1260,0,0,4.46,4.33,2188,1230,
,,14,1913,1300,0,0,4.52,0,2188,1230,
,,13,1970,1283,0,0,4.45,4.32,2188,1230,
,,13,1943,1267,0,0,4.45,4.33,2188,1230,
,,12,1933,1177,0,0,4.44,4.37,2188,1230,
,,14,1936,1280,0,0,4.38,4.39,2188,1230,
,,14,1970,1084,0,0,4.46,0,2188,1230,
,,27,1631,935,0,0,0,4.34,2188,1230,
,,14,1986,1260,0,0,4.47,0,2188,1230,
,,13,1970,1257,0,0,4.42,4.35,2188,1230,
,,13,1976,1257,0,0,4.41,4.36,2188,1230,
,,13,1973,1237,0,0,4.47,4.29,2188,1230,
,,13,1963,1323,0,0,4.5,4.28,2188,1230,
,,13,1655,925,0,0,0,4.26,2188,1230,
,,13,1933,1257,0,0,4.44,4.26,2188,1230,
,,13,1966,1243,0,0,4.36,4.34,2188,1230,
,,13,1960,1296,0,0,4.43,4.24,2188,1230,
,,13,1963,1260,0,0,4.38,4.29,2188,1230,
,,14,1979,1276,0,0,4.41,4.24,2188,1230,
,,13,1970,1339,0,0,4.37,4.27,2188,1230,
,,13,1989,1273,0,0,4.46,4.26,2188,1230,
,,13,1960,1273,0,0,4.4,4.34,2188,1230,
,,13,1970,1257,0,0,4.39,4.32,2188,1230,
,,13,1946,1177,0,0,4.4,4.26,2188,1230,
,,13,1946,1276,0,0,4.35,4.27,2188,1230,
,,41,1973,1257,0,0,4.35,4.24,2188,1230,
,,13,1963,1253,0,0,4.33,4.22,2188,1230,
,,13,1950,1303,0,0,4.35,4.29,2188,1230,
,,13,1966,1267,0,0,4.44,4.25,2188,1230,
,,13,1970,1230,0,0,4.36,4.28,2188,1230,
,,14,2006,1210,0,0,4.36,4.28,2188,1230,
,,13,1979,1273,0,0,4.38,4.25,2188,1230,
,,13,2003,1300,0,0,4.42,4.28,2188,1230,
,,13,1943,1283,0,0,4.33,4.28,2188,1230,
,,13,1979,1263,0,0,4.39,4.25,2188,1230,
,,13,1973,1190,0,0,4.39,4.26,2188,1230,
,,13,1979,1263,0,0,4.37,4.23,2188,1230,
,,13,2036,1257,0,0,4.29,4.23,2188,1230,
,,13,1999,1250,0,0,4.32,4.24,2188,1230,
,,13,1970,1320,0,0,4.35,4.28,2188,1230,
,,13,1989,1227,0,0,4.31,4.25,2188,1230,
,,13,1956,1240,0,0,4.32,4.26,2188,1230,
,,13,2016,1243,0,0,4.34,4.24,2188,1230,
,,13,1976,1296,0,0,4.35,4.27,2188,1230,
,,14,1996,1293,0,0,4.31,4.23,2188,1230,
,,13,2006,1326,0,0,4.36,4.25,2188,1230,
,,14,1943,1276,0,0,4.37,4.23,2188,1230,
,,13,1993,1293,0,0,4.37,4.27,2188,1230,
,,14,1960,1270,0,0,4.38,4.24,2188,1230,
,,13,1986,1303,0,0,4.38,4.25,2188,1230,
,,14,1996,1320,0,0,4.37,4.27,2188,1230,
,,13,1976,1273,0,0,4.4,4.24,2188,1230,
,,13,1960,1263,0,0,4.35,4.2,2188,1230,
,,13,1956,1270,0,0,4.4,4.24,2188,1230,
,,13,1976,1223,0,0,4.36,4.26,2188,1230,
,,13,1946,1260,0,0,4.45,4.23,2188,1230,
,,13,1960,1204,0,0,4.44,4.26,2188,1230,
,,14,2036,1257,0,0,4.38,4.3,2188,1230,
,,13,1953,1247,0,0,4.42,4.22,2188,1230,
,,13,1999,1280,0,0,4.42,4.3,2188,1230,
,,13,1989,1290,0,0,4.31,4.23,2188,1230,
,,13,2029,1257,0,0,4.45,0,2188,1230,
,,14,1976,1280,0,0,4.49,0,2188,1230,
,,13,1930,1293,0,0,4.41,4.29,2188,1230,
,,14,1996,1369,0,0,4.44,4.27,2188,1230,
,,13,1946,1280,0,0,4.43,4.26,2188,1230,
,,14,1943,1276,0,0,4.49,4.32,2188,1230,
,,13,1940,1283,0,0,4.42,4.34,2188,1230,
,,13,1993,1316,0,0,4.49,0,2188,1230,
,,13,1996,1303,0,0,4.41,4.31,2188,1230,
,,13,1986,1290,0,0,4.57,4.25,2188,1230,
,,14,2006,1286,0,0,4.5,4.25,2188,1230,
,,13,1989,1253,0,0,4.49,4.29,2188,1230,
,,13,1943,1306,0,0,4.49,4.28,2188,1230,
,,13,1979,1283,0,0,4.47,4.29,2188,1230,
,,14,1979,1280,0,0,4.38,4.32,2188,1230,
,,13,1936,1250,0,0,4.5,0,2188,1230,
,,13,1986,1270,0,0,4.46,4.29,2188,1230,
,,13,1966,1263,0,0,4.46,4.29,2188,1230,
,,13,1940,1276,0,0,4.48,4.26,2188,1230,
,,14,1946,1250,0,0,4.4,4.25,2188,1230,
,,13,1966,1230,0,0,4.37,4.25,2188,1230,
,,13,1950,1310,0,0,4.44,4.26,2188,1230,
,,13,1727,855,0,0,0,4.23,2188,1230,
,,13,1953,1233,0,0,4.48,4.24,2188,1230,
,,13,1926,1303,0,0,4.43,4.24,2188,1230,
,,13,1943,1276,0,0,4.31,4.23,2188,1230,
,,13,1999,1240,0,0,4.28,4.14,2188,1230,
,,13,1946,1250,0,0,4.35,4.21,2188,1230,
,,13,2006,1283,0,0,4.33,4.2,2188,1230,
,,13,2013,1240,0,0,4.35,4.2,2188,1230,
,,13,1618,925,0,0,0,4.18,2188,1230,
,,13,1976,1290,0,0,4.37,0,2188,1230,
,,13,2016,1270,0,0,4.3,4.11,2188,1230,
,,13,1973,1267,0,0,4.28,4.13,2188,1230,
,,13,2029,1213,0,0,4.28,4.15,2188,1230,
,,13,1973,1257,0,0,4.3,4.15,2188,1230,
,,13,2016,2168,0,0,5.42,4.07,2188,1230,
,,13,1946,1310,0,0,4.32,0,2188,1230,
,,13,1999,1257,0,0,4.29,4.08,2188,1230,
,,13,1970,1349,0,0,4.26,0,2188,1230,
,,14,1970,1316,0,0,4.29,0,2188,1230,
,,14,2013,1260,0,0,4.24,4.07,2188,1230,
,,13,2049,1293,0,0,4.27,4.11,2188,1230,
,,13,2023,1247,0,0,4.19,4,2188,1230,
,,13,1923,1204,0,0,4.24,4.04,2188,1230,
,,13,2006,1247,0,0,4.27,3.99,2188,1230,
,,13,1674,961,0,0,0,4.03,2188,1230,
,,14,1976,1243,0,0,4.27,4.05,2188,1230,
,,13,2003,1283,0,0,4.23,4.03,2188,1230,
,,13,2039,1247,0,0,4.19,4.05,2188,1230,
,,13,1976,1263,0,0,4.25,4.07,2188,1230,
,,13,1966,1276,0,0,4.21,4.11,2188,1230,
,,13,1976,1263,0,0,4.2,4.08,2188,1230,
,,13,2079,1237,0,0,4.15,4.06,2188,1230,
,,13,2033,1333,0,0,4.24,4.07,2188,1230,
,,14,2049,1273,0,0,4.2,4.05,2188,1230,
,,13,1999,1157,0,0,4.26,4.07,2188,1230,
,,13,2029,1253,0,0,4.26,4.04,2188,1230,
,,13,2042,1237,0,0,4.18,4.03,2188,1230,
,,13,2003,1223,0,0,4.21,4,2188,1230,
,,13,1983,1286,0,0,4.2,4.01,2188,1230,
,,13,2006,1320,0,0,4.22,4.03,2188,1230,
,,13,1989,1267,0,0,4.13,4.03,2188,1230,
,,13,2039,1290,0,0,4.2,4,2188,1230,
,,14,1979,1237,0,0,4.19,4.07,2188,1230,
,,13,2013,1250,0,0,4.19,4.04,2188,1230,
,,13,2066,1320,0,0,4.24,4.04,2188,1230,
,,13,2026,1233,0,0,4.25,4,2188,1230,
,,13,2006,1280,0,0,4.22,4.06,2188,1230,
,,13,1973,1310,0,0,4.24,3.98,2188,1230,
,,13,1983,1270,0,0,4.13,4.07,2188,1230,
,,13,1963,1316,0,0,4.14,4.03,2188,1230,
,,14,2049,1290,0,0,4.19,4.09,2188,1230,
,,13,2033,1293,0,0,4.12,0,2188,1230,
,,14,2009,1250,0,0,4.2,3.98,2188,1230,
,,13,2029,1263,0,0,4.21,4.06,2188,1230,
,,13,1996,1220,0,0,4.23,4.03,2188,1230,
,,13,1993,1310,0,0,4.23,4.04,2188,1230,
,,13,2003,1227,0,0,4.24,4.07,2188,1230,
,,13,1976,1141,0,0,4.18,4.09,2188,1230,
,,13,1993,1296,0,0,4.25,4.09,2188,1230,
,,13,2019,1280,0,0,4.23,4.07,2188,1230,
,,14,2009,1263,0,0,4.29,0,2188,1230,
,,27,2009,942,0,0,4.21,4.13,2188,1230,
,,13,1983,1263,0,0,4.23,4.06,2188,1230,
,,13,2026,1180,0,0,4.24,4.16,2188,1230,
,,13,2006,1097,0,0,4.29,4.13,2188,1230,
,,13,2003,1267,0,0,4.24,4.18,2188,1230,
,,13,2026,1227,0,0,4.34,4.21,2188,1230,
,,13,1422,1535,0,0,4.33,0,2188,1230,
,,13,1983,1276,0,0,4.26,4.21,2188,1230,
,,14,1970,1213,0,0,4.31,4.19,2188,1230,
,,13,2013,1257,0,0,4.38,4.18,2188,1230,
,,13,2026,1250,0,0,4.38,4.21,2188,1230,
,,13,1976,1260,0,0,4.39,0,2188,1230,
,,14,1999,1220,0,0,4.36,4.24,2188,1230,
,,13,1996,1253,0,0,4.4,4.23,2188,1230,
,,14,1993,1320,0,0,4.4,4.27,2188,1230,
,,13,1970,1263,0,0,4.43,4.25,2188,1230,
,,14,1960,1290,0,0,4.47,4.3,2188,1230,
,,13,1999,1293,0,0,4.49,4.24,2188,1230,
,,27,1956,1117,0,0,-1,4.26,2188,1230,
,,13,2013,1286,0,0,4.46,4.24,2188,1230,
,,14,1993,1276,0,0,4.33,4.26,2188,1230,
,,13,2042,1237,0,0,4.39,4.31,2188,1230,
,,13,2013,1538,0,0,4.72,4.27,2188,1230,
,,13,1999,1316,0,0,4.4,4.31,2188,1230,
,,13,1996,1300,0,0,4.4,4.27,2188,1230,
,,14,1993,1194,0,0,4.48,0,2188,1230,
,,13,1993,1253,0,0,4.4,4.24,2188,1230,
,,13,1976,1260,0,0,4.36,4.31,2188,1230,
,,13,1996,1257,0,0,4.49,4.26,2188,1230,
,,14,1986,1323,0,0,4.47,4.26,2188,1230,
